"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Age Last Birthday","C02786V03355","At Each Year of Age","UNIT","VALUE"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","006","6 years","22","Population","Number","72517"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","006","6 years","23","Population at or under this age","Number","476436"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","006","6 years","24","Population at or over this age","Number","4357946"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","007","7 years","22","Population","Number","72166"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","007","7 years","23","Population at or under this age","Number","548602"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","007","7 years","24","Population at or over this age","Number","4285429"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","008","8 years","22","Population","Number","71524"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","008","8 years","23","Population at or under this age","Number","620126"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","008","8 years","24","Population at or over this age","Number","4213263"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","009","9 years","22","Population","Number","66950"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","009","9 years","23","Population at or under this age","Number","687076"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","009","9 years","24","Population at or over this age","Number","4141739"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","010","10 years","22","Population","Number","64793"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","010","10 years","23","Population at or under this age","Number","751869"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","010","10 years","24","Population at or over this age","Number","4074789"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","011","11 years","22","Population","Number","64014"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","011","11 years","23","Population at or under this age","Number","815883"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","011","11 years","24","Population at or over this age","Number","4009996"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","012","12 years","22","Population","Number","64325"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","012","12 years","23","Population at or under this age","Number","880208"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","012","12 years","24","Population at or over this age","Number","3945982"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","013","13 years","22","Population","Number","63531"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","013","13 years","23","Population at or under this age","Number","943739"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","013","13 years","24","Population at or over this age","Number","3881657"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","014","14 years","22","Population","Number","62813"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","014","14 years","23","Population at or under this age","Number","1006552"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","014","14 years","24","Population at or over this age","Number","3818126"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","015","15 years","22","Population","Number","61643"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","015","15 years","23","Population at or under this age","Number","1068195"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","015","15 years","24","Population at or over this age","Number","3755313"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","016","16 years","22","Population","Number","60989"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","016","16 years","23","Population at or under this age","Number","1129184"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","016","16 years","24","Population at or over this age","Number","3693670"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","017","17 years","22","Population","Number","61318"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","017","17 years","23","Population at or under this age","Number","1190502"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","017","17 years","24","Population at or over this age","Number","3632681"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","018","18 years","22","Population","Number","61294"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","018","18 years","23","Population at or under this age","Number","1251796"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","018","18 years","24","Population at or over this age","Number","3571363"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","019","19 years","22","Population","Number","57572"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","019","19 years","23","Population at or under this age","Number","1309368"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","019","19 years","24","Population at or over this age","Number","3510069"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","020","20 years","22","Population","Number","56337"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","020","20 years","23","Population at or under this age","Number","1365705"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","020","20 years","24","Population at or over this age","Number","3452497"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","021","21 years","22","Population","Number","54397"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","021","21 years","23","Population at or under this age","Number","1420102"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","021","21 years","24","Population at or over this age","Number","3396160"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","022","22 years","22","Population","Number","54352"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","022","22 years","23","Population at or under this age","Number","1474454"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","022","22 years","24","Population at or over this age","Number","3341763"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","023","23 years","22","Population","Number","53935"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","023","23 years","23","Population at or under this age","Number","1528389"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","023","23 years","24","Population at or over this age","Number","3287411"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","024","24 years","22","Population","Number","54615"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","024","24 years","23","Population at or under this age","Number","1583004"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","024","24 years","24","Population at or over this age","Number","3233476"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","025","25 years","22","Population","Number","57278"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","025","25 years","23","Population at or under this age","Number","1640282"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","025","25 years","24","Population at or over this age","Number","3178861"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","026","26 years","22","Population","Number","56257"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","026","26 years","23","Population at or under this age","Number","1696539"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","026","26 years","24","Population at or over this age","Number","3121583"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","027","27 years","22","Population","Number","61652"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","027","27 years","23","Population at or under this age","Number","1758191"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","027","27 years","24","Population at or over this age","Number","3065326"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","028","28 years","22","Population","Number","59456"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","028","28 years","23","Population at or under this age","Number","1817647"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","028","28 years","24","Population at or over this age","Number","3003674"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","029","29 years","22","Population","Number","62792"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","029","29 years","23","Population at or under this age","Number","1880439"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","029","29 years","24","Population at or over this age","Number","2944218"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","030","30 years","22","Population","Number","68347"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","030","30 years","23","Population at or under this age","Number","1948786"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","030","30 years","24","Population at or over this age","Number","2881426"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","031","31 years","22","Population","Number","68334"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","031","31 years","23","Population at or under this age","Number","2017120"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","031","31 years","24","Population at or over this age","Number","2813079"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","032","32 years","22","Population","Number","71772"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","032","32 years","23","Population at or under this age","Number","2088892"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","032","32 years","24","Population at or over this age","Number","2744745"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","033","33 years","22","Population","Number","75704"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","033","33 years","23","Population at or under this age","Number","2164596"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","033","33 years","24","Population at or over this age","Number","2672973"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","034","34 years","22","Population","Number","77818"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","034","34 years","23","Population at or under this age","Number","2242414"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","034","34 years","24","Population at or over this age","Number","2597269"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","035","35 years","22","Population","Number","81545"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","035","35 years","23","Population at or under this age","Number","2323959"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","035","35 years","24","Population at or over this age","Number","2519451"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","036","36 years","22","Population","Number","83196"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","036","36 years","23","Population at or under this age","Number","2407155"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","036","36 years","24","Population at or over this age","Number","2437906"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","037","37 years","22","Population","Number","77184"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","037","37 years","23","Population at or under this age","Number","2484339"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","037","37 years","24","Population at or over this age","Number","2354710"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","038","38 years","22","Population","Number","74681"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","038","38 years","23","Population at or under this age","Number","2559020"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","038","38 years","24","Population at or over this age","Number","2277526"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","039","39 years","22","Population","Number","72815"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","039","39 years","23","Population at or under this age","Number","2631835"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","039","39 years","24","Population at or over this age","Number","2202845"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","040","40 years","22","Population","Number","73414"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","040","40 years","23","Population at or under this age","Number","2705249"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","040","40 years","24","Population at or over this age","Number","2130030"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","041","41 years","22","Population","Number","71974"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","041","41 years","23","Population at or under this age","Number","2777223"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","041","41 years","24","Population at or over this age","Number","2056616"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","042","42 years","22","Population","Number","71172"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","042","42 years","23","Population at or under this age","Number","2848395"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","042","42 years","24","Population at or over this age","Number","1984642"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","043","43 years","22","Population","Number","71288"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","043","43 years","23","Population at or under this age","Number","2919683"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","043","43 years","24","Population at or over this age","Number","1913470"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","044","44 years","22","Population","Number","69612"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","044","44 years","23","Population at or under this age","Number","2989295"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","044","44 years","24","Population at or over this age","Number","1842182"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","045","45 years","22","Population","Number","70457"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","045","45 years","23","Population at or under this age","Number","3059752"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","045","45 years","24","Population at or over this age","Number","1772570"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","046","46 years","22","Population","Number","67208"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","046","46 years","23","Population at or under this age","Number","3126960"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","046","46 years","24","Population at or over this age","Number","1702113"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","047","47 years","22","Population","Number","63640"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","047","47 years","23","Population at or under this age","Number","3190600"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","047","47 years","24","Population at or over this age","Number","1634905"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","048","48 years","22","Population","Number","62946"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","048","48 years","23","Population at or under this age","Number","3253546"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","048","48 years","24","Population at or over this age","Number","1571265"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","049","49 years","22","Population","Number","61859"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","049","49 years","23","Population at or under this age","Number","3315405"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","049","49 years","24","Population at or over this age","Number","1508319"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","050","50 years","22","Population","Number","61988"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","050","50 years","23","Population at or under this age","Number","3377393"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","050","50 years","24","Population at or over this age","Number","1446460"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","051","51 years","22","Population","Number","61798"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","051","51 years","23","Population at or under this age","Number","3439191"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","051","51 years","24","Population at or over this age","Number","1384472"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","052","52 years","22","Population","Number","60183"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","052","52 years","23","Population at or under this age","Number","3499374"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","052","52 years","24","Population at or over this age","Number","1322674"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","053","53 years","22","Population","Number","58907"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","053","53 years","23","Population at or under this age","Number","3558281"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","053","53 years","24","Population at or over this age","Number","1262491"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","054","54 years","22","Population","Number","57059"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","054","54 years","23","Population at or under this age","Number","3615340"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","054","54 years","24","Population at or over this age","Number","1203584"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","055","55 years","22","Population","Number","57256"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","055","55 years","23","Population at or under this age","Number","3672596"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","055","55 years","24","Population at or over this age","Number","1146525"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","056","56 years","22","Population","Number","54907"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","056","56 years","23","Population at or under this age","Number","3727503"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","056","56 years","24","Population at or over this age","Number","1089269"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","057","57 years","22","Population","Number","54459"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","057","57 years","23","Population at or under this age","Number","3781962"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","057","57 years","24","Population at or over this age","Number","1034362"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","058","58 years","22","Population","Number","52428"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","058","58 years","23","Population at or under this age","Number","3834390"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","058","58 years","24","Population at or over this age","Number","979903"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","059","59 years","22","Population","Number","51052"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","059","59 years","23","Population at or under this age","Number","3885442"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","059","59 years","24","Population at or over this age","Number","927475"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","060","60 years","22","Population","Number","49865"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","060","60 years","23","Population at or under this age","Number","3935307"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","060","60 years","24","Population at or over this age","Number","876423"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","061","61 years","22","Population","Number","49245"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","061","61 years","23","Population at or under this age","Number","3984552"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","061","61 years","24","Population at or over this age","Number","826558"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","062","62 years","22","Population","Number","47300"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","062","62 years","23","Population at or under this age","Number","4031852"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","062","62 years","24","Population at or over this age","Number","777313"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","063","63 years","22","Population","Number","47402"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","063","63 years","23","Population at or under this age","Number","4079254"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","063","63 years","24","Population at or over this age","Number","730013"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","064","64 years","22","Population","Number","45044"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","064","64 years","23","Population at or under this age","Number","4124298"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","064","64 years","24","Population at or over this age","Number","682611"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","065","65 years","22","Population","Number","44156"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","065","65 years","23","Population at or under this age","Number","4168454"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","065","65 years","24","Population at or over this age","Number","637567"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","066","66 years","22","Population","Number","43546"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","066","66 years","23","Population at or under this age","Number","4212000"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","066","66 years","24","Population at or over this age","Number","593411"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","067","67 years","22","Population","Number","42442"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","067","67 years","23","Population at or under this age","Number","4254442"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","067","67 years","24","Population at or over this age","Number","549865"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","068","68 years","22","Population","Number","41389"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","068","68 years","23","Population at or under this age","Number","4295831"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","068","68 years","24","Population at or over this age","Number","507423"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","069","69 years","22","Population","Number","39703"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","069","69 years","23","Population at or under this age","Number","4335534"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","069","69 years","24","Population at or over this age","Number","466034"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","070","70 years","22","Population","Number","37821"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","070","70 years","23","Population at or under this age","Number","4373355"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","070","70 years","24","Population at or over this age","Number","426331"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","071","71 years","22","Population","Number","34612"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","071","71 years","23","Population at or under this age","Number","4407967"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","071","71 years","24","Population at or over this age","Number","388510"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","072","72 years","22","Population","Number","32430"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","072","72 years","23","Population at or under this age","Number","4440397"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","072","72 years","24","Population at or over this age","Number","353898"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","073","73 years","22","Population","Number","30219"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","073","73 years","23","Population at or under this age","Number","4470616"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","073","73 years","24","Population at or over this age","Number","321468"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","074","74 years","22","Population","Number","27190"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","074","74 years","23","Population at or under this age","Number","4497806"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","074","74 years","24","Population at or over this age","Number","291249"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","075","75 years","22","Population","Number","25449"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","075","75 years","23","Population at or under this age","Number","4523255"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","075","75 years","24","Population at or over this age","Number","264059"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","076","76 years","22","Population","Number","24710"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","076","76 years","23","Population at or under this age","Number","4547965"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","076","76 years","24","Population at or over this age","Number","238610"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","077","77 years","22","Population","Number","23342"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","077","77 years","23","Population at or under this age","Number","4571307"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","077","77 years","24","Population at or over this age","Number","213900"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","078","78 years","22","Population","Number","21489"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","078","78 years","23","Population at or under this age","Number","4592796"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","078","78 years","24","Population at or over this age","Number","190558"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","079","79 years","22","Population","Number","20477"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","079","79 years","23","Population at or under this age","Number","4613273"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","079","79 years","24","Population at or over this age","Number","169069"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","080","80 years","22","Population","Number","19287"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","080","80 years","23","Population at or under this age","Number","4632560"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","080","80 years","24","Population at or over this age","Number","148592"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","081","81 years","22","Population","Number","17821"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","081","81 years","23","Population at or under this age","Number","4650381"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","081","81 years","24","Population at or over this age","Number","129305"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","082","82 years","22","Population","Number","16339"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","082","82 years","23","Population at or under this age","Number","4666720"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","082","82 years","24","Population at or over this age","Number","111484"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","083","83 years","22","Population","Number","14484"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","083","83 years","23","Population at or under this age","Number","4681204"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","083","83 years","24","Population at or over this age","Number","95145"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","084","84 years","22","Population","Number","13106"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","084","84 years","23","Population at or under this age","Number","4694310"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","084","84 years","24","Population at or over this age","Number","80661"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","085","85 years","22","Population","Number","11947"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","085","85 years","23","Population at or under this age","Number","4706257"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","085","85 years","24","Population at or over this age","Number","67555"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","086","86 years","22","Population","Number","10331"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","086","86 years","23","Population at or under this age","Number","4716588"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","086","86 years","24","Population at or over this age","Number","55608"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","087","87 years","22","Population","Number","8785"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","087","87 years","23","Population at or under this age","Number","4725373"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","087","87 years","24","Population at or over this age","Number","45277"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","088","88 years","22","Population","Number","7378"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","088","88 years","23","Population at or under this age","Number","4732751"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","088","88 years","24","Population at or over this age","Number","36492"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","089","89 years","22","Population","Number","6421"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","089","89 years","23","Population at or under this age","Number","4739172"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","089","89 years","24","Population at or over this age","Number","29114"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","090","90 years","22","Population","Number","5378"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","090","90 years","23","Population at or under this age","Number","4744550"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","090","90 years","24","Population at or over this age","Number","22693"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","091","91 years","22","Population","Number","4378"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","091","91 years","23","Population at or under this age","Number","4748928"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","091","91 years","24","Population at or over this age","Number","17315"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","092","92 years","22","Population","Number","3418"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","092","92 years","23","Population at or under this age","Number","4752346"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","092","92 years","24","Population at or over this age","Number","12937"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","093","93 years","22","Population","Number","2733"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","093","93 years","23","Population at or under this age","Number","4755079"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","093","93 years","24","Population at or over this age","Number","9519"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","094","94 years","22","Population","Number","2067"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","094","94 years","23","Population at or under this age","Number","4757146"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","094","94 years","24","Population at or over this age","Number","6786"
"EY007","Population 2011 to 2016","2016","2016","-","Both sexes","095","95 years","22","Population","Number","1551"
